sample_id,label,source_type,curve_path
neg_instrument_step_0_05902,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05902.csv
neg_instrument_step_0_05907,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05907.csv
neg_instrument_step_0_05912,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05912.csv
neg_instrument_step_0_05913,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05913.csv
neg_instrument_step_0_05922,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05922.csv
neg_instrument_step_0_05932,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05932.csv
neg_instrument_step_0_05934,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05934.csv
neg_instrument_step_0_05935,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05935.csv
neg_instrument_step_0_05937,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05937.csv
neg_instrument_step_0_05942,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05942.csv
neg_instrument_step_0_05944,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05944.csv
neg_instrument_step_0_05948,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05948.csv
neg_instrument_step_0_05952,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05952.csv
neg_instrument_step_0_05953,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05953.csv
neg_instrument_step_0_05962,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05962.csv
neg_instrument_step_0_05971,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05971.csv
neg_instrument_step_0_05973,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05973.csv
neg_instrument_step_0_05981,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05981.csv
neg_instrument_step_0_05989,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_05989.csv
neg_instrument_step_0_06000,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06000.csv
neg_instrument_step_0_06005,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06005.csv
neg_instrument_step_0_06013,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06013.csv
neg_instrument_step_0_06019,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06019.csv
neg_instrument_step_0_06020,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06020.csv
neg_instrument_step_0_06025,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06025.csv
neg_instrument_step_0_06028,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06028.csv
neg_instrument_step_0_06031,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06031.csv
neg_instrument_step_0_06032,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06032.csv
neg_instrument_step_0_06043,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06043.csv
neg_instrument_step_0_06048,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06048.csv
neg_instrument_step_0_06050,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06050.csv
neg_instrument_step_0_06051,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06051.csv
neg_instrument_step_0_06053,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06053.csv
neg_instrument_step_0_06060,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06060.csv
neg_instrument_step_0_06061,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06061.csv
neg_instrument_step_0_06066,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06066.csv
neg_instrument_step_0_06067,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06067.csv
neg_instrument_step_0_06073,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06073.csv
neg_instrument_step_0_06082,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06082.csv
neg_instrument_step_0_06084,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06084.csv
neg_instrument_step_0_06087,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06087.csv
neg_instrument_step_0_06090,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06090.csv
neg_instrument_step_0_06091,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06091.csv
neg_instrument_step_0_06094,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06094.csv
neg_instrument_step_0_06096,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06096.csv
neg_instrument_step_0_06099,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06099.csv
neg_instrument_step_0_06107,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06107.csv
neg_instrument_step_0_06120,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06120.csv
neg_instrument_step_0_06121,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06121.csv
neg_instrument_step_0_06122,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06122.csv
neg_instrument_step_0_06123,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06123.csv
neg_instrument_step_0_06125,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06125.csv
neg_instrument_step_0_06128,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06128.csv
neg_instrument_step_0_06129,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06129.csv
neg_instrument_step_0_06131,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06131.csv
neg_instrument_step_0_06141,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06141.csv
neg_instrument_step_0_06147,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06147.csv
neg_instrument_step_0_06149,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06149.csv
neg_instrument_step_0_06154,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06154.csv
neg_instrument_step_0_06160,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06160.csv
neg_instrument_step_0_06161,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06161.csv
neg_instrument_step_0_06164,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06164.csv
neg_instrument_step_0_06171,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06171.csv
neg_instrument_step_0_06178,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06178.csv
neg_instrument_step_0_06180,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06180.csv
neg_instrument_step_0_06182,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06182.csv
neg_instrument_step_0_06184,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06184.csv
neg_instrument_step_0_06185,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06185.csv
neg_instrument_step_0_06191,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06191.csv
neg_instrument_step_0_06198,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06198.csv
neg_instrument_step_0_06199,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06199.csv
neg_instrument_step_0_06202,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06202.csv
neg_instrument_step_0_06206,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06206.csv
neg_instrument_step_0_06209,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06209.csv
neg_instrument_step_0_06210,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06210.csv
neg_instrument_step_0_06214,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06214.csv
neg_instrument_step_0_06216,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06216.csv
neg_instrument_step_0_06223,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06223.csv
neg_instrument_step_0_06225,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06225.csv
neg_instrument_step_0_06228,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06228.csv
neg_instrument_step_0_06230,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06230.csv
neg_instrument_step_0_06235,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06235.csv
neg_instrument_step_0_06237,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06237.csv
neg_instrument_step_0_06239,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06239.csv
neg_instrument_step_0_06241,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06241.csv
neg_instrument_step_0_06245,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06245.csv
neg_instrument_step_0_06251,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06251.csv
neg_instrument_step_0_06252,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06252.csv
neg_instrument_step_0_06253,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06253.csv
neg_instrument_step_0_06255,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06255.csv
neg_instrument_step_0_06256,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06256.csv
neg_instrument_step_0_06259,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06259.csv
neg_instrument_step_0_06263,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06263.csv
neg_instrument_step_0_06265,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06265.csv
neg_instrument_step_0_06268,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06268.csv
neg_instrument_step_0_06273,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06273.csv
neg_instrument_step_0_06275,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06275.csv
neg_instrument_step_0_06278,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06278.csv
neg_instrument_step_0_06291,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06291.csv
neg_instrument_step_0_06300,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06300.csv
neg_instrument_step_0_06306,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06306.csv
neg_instrument_step_0_06307,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06307.csv
neg_instrument_step_0_06312,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06312.csv
neg_instrument_step_0_06314,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06314.csv
neg_instrument_step_0_06329,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06329.csv
neg_instrument_step_0_06332,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06332.csv
neg_instrument_step_0_06336,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06336.csv
neg_instrument_step_0_06338,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06338.csv
neg_instrument_step_0_06344,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06344.csv
neg_instrument_step_0_06345,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06345.csv
neg_instrument_step_0_06350,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06350.csv
neg_instrument_step_0_06354,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06354.csv
neg_instrument_step_0_06358,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06358.csv
neg_instrument_step_0_06361,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06361.csv
neg_instrument_step_0_06368,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06368.csv
neg_instrument_step_0_06370,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06370.csv
neg_instrument_step_0_06377,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06377.csv
neg_instrument_step_0_06381,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06381.csv
neg_instrument_step_0_06383,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06383.csv
neg_instrument_step_0_06386,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06386.csv
neg_instrument_step_0_06404,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06404.csv
neg_instrument_step_0_06418,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06418.csv
neg_instrument_step_0_06426,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06426.csv
neg_instrument_step_0_06427,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06427.csv
neg_instrument_step_0_06430,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06430.csv
neg_instrument_step_0_06431,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06431.csv
neg_instrument_step_0_06432,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06432.csv
neg_instrument_step_0_06437,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06437.csv
neg_instrument_step_0_06449,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06449.csv
neg_instrument_step_0_06451,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06451.csv
neg_instrument_step_0_06452,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06452.csv
neg_instrument_step_0_06457,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06457.csv
neg_instrument_step_0_06460,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06460.csv
neg_instrument_step_0_06468,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06468.csv
neg_instrument_step_0_06471,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06471.csv
neg_instrument_step_0_06478,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06478.csv
neg_instrument_step_0_06481,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06481.csv
neg_instrument_step_0_06485,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06485.csv
neg_instrument_step_0_06486,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06486.csv
neg_instrument_step_0_06492,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06492.csv
neg_instrument_step_0_06494,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06494.csv
neg_instrument_step_0_06495,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06495.csv
neg_instrument_step_0_06501,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06501.csv
neg_instrument_step_0_06503,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06503.csv
neg_instrument_step_0_06504,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06504.csv
neg_instrument_step_0_06506,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06506.csv
neg_instrument_step_0_06509,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06509.csv
neg_instrument_step_0_06510,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06510.csv
neg_instrument_step_0_06511,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06511.csv
neg_instrument_step_0_06520,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06520.csv
neg_instrument_step_0_06523,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06523.csv
neg_instrument_step_0_06526,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06526.csv
neg_instrument_step_0_06537,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06537.csv
neg_instrument_step_0_06542,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06542.csv
neg_instrument_step_0_06546,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06546.csv
neg_instrument_step_0_06555,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06555.csv
neg_instrument_step_0_06557,0,neg_instrument_step,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_instrument_step_0_06557.csv
