sample_id,raw_path,label,source_type,format_hint,flux_column,time_column
neg_critical_gap_0_01886,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01886.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01889,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01889.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01890,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01890.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01891,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01891.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01892,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01892.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01896,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01896.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01897,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01897.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01898,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01898.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01903,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01903.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01905,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01905.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01918,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01918.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01927,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01927.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01932,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01932.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01942,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01942.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01945,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01945.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01946,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01946.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01967,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01967.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01973,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01973.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01976,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01976.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01985,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01985.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01986,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01986.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01987,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01987.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01989,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01989.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_01998,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_01998.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02002,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02002.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02003,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02003.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02009,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02009.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02016,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02016.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02018,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02018.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02021,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02021.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02022,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02022.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02041,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02041.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02044,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02044.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02050,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02050.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02055,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02055.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02059,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02059.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02064,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02064.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02069,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02069.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02076,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02076.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02078,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02078.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02079,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02079.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02085,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02085.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02086,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02086.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02088,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02088.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02098,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02098.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02104,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02104.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02115,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02115.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02120,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02120.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02122,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02122.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02125,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02125.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02126,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02126.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02129,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02129.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02136,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02136.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02137,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02137.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02151,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02151.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02159,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02159.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02162,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02162.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02164,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02164.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02165,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02165.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02166,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02166.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02171,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02171.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02174,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02174.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02175,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02175.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02179,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02179.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02183,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02183.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02188,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02188.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02189,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02189.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02190,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02190.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02192,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02192.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02199,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02199.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02200,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02200.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02204,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02204.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02205,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02205.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02208,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02208.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02218,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02218.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02224,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02224.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02225,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02225.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02228,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02228.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02230,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02230.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02234,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02234.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02239,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02239.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02242,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02242.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02244,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02244.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02247,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02247.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02248,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02248.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02251,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02251.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02255,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02255.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02262,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02262.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02263,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02263.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02264,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02264.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02267,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02267.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02270,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02270.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02272,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02272.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02283,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02283.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02284,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02284.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02286,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02286.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02288,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02288.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02292,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02292.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02293,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02293.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02299,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02299.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02300,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02300.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02308,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02308.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02309,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02309.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02313,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02313.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02314,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02314.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02315,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02315.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02319,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02319.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02320,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02320.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02321,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02321.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02329,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02329.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02334,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02334.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02337,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02337.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02340,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02340.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02341,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02341.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02342,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02342.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02344,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02344.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02353,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02353.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02354,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02354.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02355,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02355.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02359,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02359.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02365,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02365.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02368,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02368.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02373,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02373.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02377,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02377.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02382,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02382.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02383,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02383.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02386,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02386.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02387,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02387.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02388,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02388.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02389,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02389.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02395,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02395.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02399,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02399.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02400,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02400.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
neg_critical_gap_0_02402,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_critical_gap_0_02402.csv,0,neg_critical_gap,csv,detrended_flux,time_jd
